,path,heading,longitude,latitude,quarternion0,quarternion1,quarternion2,quarternion3,vel0,vel1,vel2,steering,throttle,brake,speed
0,IMG/15395510-1489358451693208.jpeg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7089823238585394921472.000000,-7089832245784649662464.000000,-7089832245784649662464.000000,0.0
1,IMG/15395510-1489358451733166.jpeg,0.0,-2.135204,0.690045,0.01107,0.013527,0.007331,0.99982,0.064601,0.058511,0.022247,-7089823238585394921472.000000,-7089832245784649662464.000000,-7089832245784649662464.000000,0.08995418462195075
2,IMG/15395510-1489358451773203.jpeg,0.0,-2.135204,0.690045,0.011091,0.013524000000000001,0.007528,0.999819,0.061131,0.055420000000000004,0.026775,-7089823238585394921472.000000,-7089832245784649662464.000000,-7089832245784649662464.000000,0.08674834975951992
3,IMG/15395510-1489358451813215.jpeg,0.0,-2.135204,0.690045,0.011117,0.0134,0.008365000000000001,0.999813,0.056946000000000004,0.053730999999999994,0.025592,-7089823238585394921472.000000,-7089832245784649662464.000000,-7089832245784649662464.000000,0.0823700051050138
4,IMG/15395510-1489358451853173.jpeg,0.0,-2.135204,0.690045,0.011221,0.013363,0.009114,0.999806,0.051961,0.047514999999999995,0.023386,-7089823238585394921472.000000,-7089832245784649662464.000000,-7089832245784649662464.000000,0.07419249114297213
5,IMG/15395510-1489358451893188.jpeg,0.0,-2.135204,0.690045,0.011251,0.013184,0.010163,0.999798,0.047529,0.043951,0.022363,-7089823238585394921472.000000,-7089832245784649662464.000000,-7089832245784649662464.000000,0.06848941532090926
6,IMG/15395510-1489358451933167.jpeg,0.0,-2.135204,0.690045,0.011216,0.013241999999999999,0.010622,0.999793,0.049526,0.046176999999999996,0.026881,-7089823238585394921472.000000,-7089832245784649662464.000000,-7089832245784649662464.000000,0.07285415682032151
7,IMG/15395510-1489358451973162.jpeg,0.0,-2.135204,0.690045,0.0113,0.013141,0.011023999999999999,0.9997889999999999,0.04428,0.043858,0.027556999999999998,-7089823238585394921472.000000,-7089832245784649662464.000000,-7089832245784649662464.000000,0.06814419133719322
8,IMG/15395510-1489358452013234.jpeg,0.0,-2.135204,0.690045,0.011276000000000001,0.013165000000000001,0.011751000000000001,0.9997809999999999,0.041405000000000004,0.041457,0.027377,-7089823238585394921472.000000,-7089832245784649662464.000000,-7089832245784649662464.000000,0.06467269132330895
9,IMG/15395510-1489358452053196.jpeg,0.0,-2.135204,0.690045,0.011279,0.013080000000000001,0.011934,0.9997799999999999,0.037432,0.039415,0.02795,-7089823238585394921472.000000,-7089832245784649662464.000000,-7089832245784649662464.000000,0.06112200380386756
10,IMG/15395510-1489358452093198.jpeg,0.0,-2.135204,0.690045,0.011382999999999999,0.013082,0.012462,0.9997719999999999,0.032699,0.040313999999999996,0.024133,-7089823238585394921472.000000,-7089832245784649662464.000000,-7089832245784649662464.000000,0.05724373228572714
11,IMG/15395510-1489358452134192.jpeg,0.0,-2.135204,0.690045,0.011415,0.013078,0.012798,0.999767,0.033339999999999995,0.040238,0.030802,-7089823238585394921472.000000,-7089832245784649662464.000000,-7089832245784649662464.000000,0.060658185333885485
12,IMG/15395510-1489358452174167.jpeg,0.0,-2.135204,0.690045,0.01144,0.013179,0.013831999999999999,0.9997520000000001,0.033138,0.039527,0.029376999999999997,-7089823238585394921472.000000,-7089832245784649662464.000000,-7089832245784649662464.000000,0.059359236029450375
13,IMG/15395510-1489358452213189.jpeg,0.0,-2.135204,0.690045,0.011476,0.013175,0.016356,0.999714,0.029776999999999998,0.031258999999999995,0.022422,-7089823238585394921472.000000,-7089832245784649662464.000000,-7089832245784649662464.000000,0.048647105710411996
14,IMG/15395510-1489358452253183.jpeg,0.0,-2.135204,0.690045,0.011465000000000001,0.013184,0.016715,0.999708,0.026744999999999998,0.027617000000000003,0.015955,-7089823238585394921472.000000,-7089832245784649662464.000000,-7089832245784649662464.000000,0.04162398033585928
