path,heading,longitude,latitude,quarternion0,quarternion1,quarternion2,quarternion3,vel0,vel1,vel2,steering,throttle,brake
IMG/15395510-1489254863139378.jpeg,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000
IMG/15395510-1489254863339216.jpeg,0.000000,-2.135204,0.690044,0.006717,-0.003382,0.211303,0.977392,0.009655,0.011152,0.017195,6.529277,-0.000000,0.000000
IMG/15395510-1489254863539252.jpeg,0.000000,-2.135204,0.690044,0.006712,-0.003370,0.211323,0.977387,0.013076,0.009249,0.023413,6.529277,-0.000000,0.000000
IMG/15395510-1489254863739272.jpeg,0.000000,-2.135204,0.690044,0.006594,-0.003427,0.211284,0.977397,0.013092,0.011309,0.020639,6.529277,-0.000000,0.000000
IMG/15395510-1489254863939228.jpeg,0.000000,-2.135204,0.690044,0.006633,-0.003382,0.211310,0.977391,0.012979,0.006630,0.012001,6.536258,-0.000000,0.000000
IMG/15395510-1489254864139218.jpeg,0.000000,-2.135204,0.690044,0.006306,-0.003415,0.211277,0.977400,0.018465,0.008280,0.010514,6.529277,-0.000000,0.000000
IMG/15395510-1489254864339236.jpeg,0.000000,-2.135204,0.690044,0.006396,-0.003475,0.211376,0.977378,0.010434,0.009856,0.013731,6.532767,-0.000000,0.000000
IMG/15395510-1489254864539313.jpeg,0.000000,-2.135204,0.690044,0.006387,-0.003451,0.211351,0.977383,0.015162,0.008586,0.020385,6.534513,-0.000000,0.000000
IMG/15395510-1489254864739232.jpeg,0.000000,-2.135204,0.690044,0.006478,-0.003376,0.211319,0.977390,0.015602,0.006343,0.018160,6.529277,-0.000000,0.000000
IMG/15395510-1489254864939529.jpeg,0.000000,-2.135204,0.690044,0.006316,-0.003415,0.211364,0.977381,0.015551,0.004995,0.021421,6.555457,-0.000000,0.000000
IMG/15395510-1489254865139215.jpeg,0.000000,-2.135204,0.690044,0.006304,-0.003410,0.211357,0.977383,0.015107,0.007318,0.015716,6.544985,-0.000000,0.000000
IMG/15395510-1489254865338229.jpeg,0.000000,-2.135204,0.690044,0.006221,-0.003445,0.211288,0.977398,0.014970,0.005416,0.017131,6.550220,-0.000000,0.000000
IMG/15395510-1489254865538224.jpeg,0.000000,-2.135204,0.690044,0.006179,-0.003523,0.211259,0.977404,0.014147,0.007417,0.021991,6.544985,-0.000000,0.000000
IMG/15395510-1489254865738231.jpeg,0.000000,-2.135204,0.690044,0.006060,-0.003567,0.211232,0.977411,0.014799,0.006079,0.020962,6.550220,-0.000000,0.000000
IMG/15395510-1489254865938273.jpeg,0.000000,-2.135204,0.690044,0.005844,-0.003805,0.211289,0.977399,0.008285,0.004950,0.011799,6.544985,-0.000000,0.000000
IMG/15395510-1489254866138227.jpeg,0.000000,-2.135204,0.690044,0.005258,-0.004504,0.211183,0.977422,0.001378,0.008062,0.001979,6.518805,-0.000000,0.000000
IMG/15395510-1489254866339179.jpeg,0.000000,-2.135204,0.690044,0.005037,-0.004715,0.211291,0.977399,0.016405,0.007560,0.027595,6.517059,-0.000000,0.000000
IMG/15395510-1489254866538230.jpeg,0.000000,-2.135204,0.690044,0.005083,-0.004549,0.211338,0.977389,0.020433,0.009142,0.025206,6.517059,-0.000000,0.000000
IMG/15395510-1489254866742110.jpeg,0.000000,-2.135204,0.690044,0.004934,-0.004551,0.211308,0.977396,0.017551,0.006378,0.022670,6.532767,-0.000000,0.000000
IMG/15395510-1489254866931224.jpeg,0.000000,-2.135204,0.690044,0.004943,-0.004495,0.211309,0.977397,0.015511,0.007019,0.016058,6.531022,-0.000000,0.000000
IMG/15395510-1489254867026097.jpeg,0.000000,-2.135204,0.690044,0.005141,-0.004477,0.211291,0.977399,0.015259,0.003288,0.007736,6.517059,-0.000000,0.000000
IMG/15395510-1489254867076221.jpeg,0.000000,-2.135204,0.690044,0.005101,-0.004510,0.211260,0.977406,0.013062,0.006910,0.005348,6.513569,-0.000000,0.000000
IMG/15395510-1489254867119247.jpeg,0.000000,-2.135204,0.690044,0.005051,-0.004511,0.211323,0.977393,0.020297,0.006147,0.012841,6.513569,-0.000000,0.000000
IMG/15395510-1489254867161590.jpeg,0.000000,-2.135204,0.690044,0.005079,-0.004441,0.211329,0.977392,0.021688,0.007840,0.010965,6.517059,-0.000000,0.000000
