,path,heading,longitude,latitude,quarternion0,quarternion1,quarternion2,quarternion3,vel0,vel1,vel2,steering,throttle,brake,speed
0,IMG/15395510-1489254863139378.jpeg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1,IMG/15395510-1489254863339216.jpeg,0.0,-2.135204,0.690044,0.006717,-0.003382,0.21130300000000002,0.977392,0.009655,0.011152,0.017195,6.5292769999999996,-0.0,0.0,0.02265511319768674
2,IMG/15395510-1489254863539252.jpeg,0.0,-2.135204,0.690044,0.006712,-0.00337,0.211323,0.9773870000000001,0.013075999999999999,0.009249,0.023413,6.5292769999999996,-0.0,0.0,0.02836713496284036
3,IMG/15395510-1489254863739272.jpeg,0.0,-2.135204,0.690044,0.006594,-0.0034270000000000004,0.21128400000000003,0.977397,0.013092,0.011309,0.020638999999999998,6.5292769999999996,-0.0,0.0,0.02693069375266816
4,IMG/15395510-1489254863939228.jpeg,0.0,-2.135204,0.690044,0.006633,-0.003382,0.21131,0.977391,0.012979,0.00663,0.012001000000000001,6.536258,-0.0,0.0,0.018879495279270575
5,IMG/15395510-1489254864139218.jpeg,0.0,-2.135204,0.690044,0.006306,-0.003415,0.211277,0.9774,0.018465000000000002,0.00828,0.010514,6.5292769999999996,-0.0,0.0,0.02280479820125581
6,IMG/15395510-1489254864339236.jpeg,0.0,-2.135204,0.690044,0.006396,-0.003475,0.211376,0.9773780000000001,0.010434,0.009856,0.013731,6.532767,-0.0,0.0,0.019863268940433748
7,IMG/15395510-1489254864539313.jpeg,0.0,-2.135204,0.690044,0.0063869999999999994,-0.0034509999999999996,0.211351,0.977383,0.015162,0.008586,0.020385,6.534513,-0.0,0.0,0.02681704430022071
8,IMG/15395510-1489254864739232.jpeg,0.0,-2.135204,0.690044,0.006478,-0.0033759999999999997,0.211319,0.97739,0.015602000000000001,0.006343,0.01816,6.5292769999999996,-0.0,0.0,0.024767754298684407
9,IMG/15395510-1489254864939529.jpeg,0.0,-2.135204,0.690044,0.0063159999999999996,-0.003415,0.211364,0.9773809999999999,0.015550999999999999,0.004995,0.021421,6.5554570000000005,-0.0,0.0,0.026937759131004196
10,IMG/15395510-1489254865139215.jpeg,0.0,-2.135204,0.690044,0.006304,-0.0034100000000000003,0.21135700000000002,0.977383,0.015106999999999999,0.007318000000000001,0.015716,6.544985,-0.0,0.0,0.022994939204094452
11,IMG/15395510-1489254865338229.jpeg,0.0,-2.135204,0.690044,0.006221,-0.003445,0.211288,0.977398,0.014969999999999999,0.005416,0.017131,6.5502199999999995,-0.0,0.0,0.023386002587017733
12,IMG/15395510-1489254865538224.jpeg,0.0,-2.135204,0.690044,0.006179,-0.0035229999999999997,0.211259,0.977404,0.014147,0.007417,0.021991,6.544985,-0.0,0.0,0.02718002168873307
