IMG/center_2017_03_10_22_45_11_191.jpg,,,-0.2904013,0.8101923,0,54.64377,1259.469:652.9741:32.61354,356.4816:135.3356:0.550441
IMG/center_2017_03_10_22_45_11_261.jpg,,,-0.3016253,0.8062568,0,54.94071,1260.906:651.6412:32.65985,356.6463:132.0012:0.4560851
IMG/center_2017_03_10_22_45_11_331.jpg,,,-0.1216756,0.837594,0,55.19151,1262.04:650.6954:32.69188,356.7475:129.2005:0.5247569
IMG/center_2017_03_10_22_45_11_401.jpg,,,0,0.8923608,0,55.61714,1263.615:649.4909:32.73304,356.7722:126.0632:0.9686915
IMG/center_2017_03_10_22_45_11_470.jpg,,,0.3878345,0.802358,0,55.81689,1264.828:648.6147:32.76405,356.7332:124.5533:1.391074
IMG/center_2017_03_10_22_45_11_541.jpg,,,0.4853408,0.7084565,0,55.9141,1266.449:647.4475:32.80767,356.6842:124.2521:1.852787
IMG/center_2017_03_10_22_45_11_607.jpg,,,0.5003305,0.7045209,0,55.95155,1267.651:646.5494:32.84207,356.6541:125.2516:1.960049
IMG/center_2017_03_10_22_45_11_674.jpg,,,0.5003305,0.7045209,0,56.00995,1268.824:645.6127:32.87777,356.633:127.2138:1.924996
IMG/center_2017_03_10_22_45_11_748.jpg,,,0.5003305,0.7045209,0,56.16558,1267.651:646.5494:32.84207,356.6541:125.2516:1.960049
IMG/center_2017_03_10_22_45_26_294.jpg,,,0,0.8923608,0,73.83556,1271.672:505.2444:39.06514,1.065052:72.77613:4.191919
IMG/center_2017_03_10_22_45_26_361.jpg,,,0,0.8923608,0,74.24727,1274.208:506.0023:38.92451,0.9453198:72.39948:4.374727
IMG/center_2017_03_10_22_45_26_428.jpg,,,0,0.9119282,0,74.56124,1276.115:506.588:38.82235,0.8775087:72.17088:4.508873
IMG/center_2017_03_10_22_45_26_496.jpg,,,0.4740803,0.6458555,0,74.70169,1278.029:507.1723:38.72304,0.8097839:72.4245:4.851365
IMG/center_2017_03_10_22_45_26_563.jpg,,,0.5378414,0.5910519,0,74.57922,1280.596:507.8887:38.59652,0.6729206:74.34067:5.608983
IMG/center_2017_03_10_22_45_26_630.jpg,,,0.5378414,0.5910519,0,74.44814,1282.54:508.3416:38.50743,0.4895359:76.93708:6.165888
IMG/center_2017_03_10_22_45_26_697.jpg,,,0.5378414,0.5910519,0,74.31223,1284.501:508.6902:38.42601,0.2073236:80.48304:6.692415
IMG/center_2017_03_10_22_45_26_764.jpg,,,0.174103,0.802358,0,74.19627,1287.14:508.9465:38.33675,359.6219:86.4698:7.219297
IMG/center_2017_03_10_22_45_26_834.jpg,,,-0.005413849,0.9119282,0,74.46281,1289.133:508.9985:38.28661,359.1391:90.46722:7.070104
IMG/center_2017_03_10_22_45_26_904.jpg,,,-0.305391,0.7984592,0,74.64349,1291.8:508.9475:38.24149,358.7661:93.81515:6.596311
IMG/center_2017_03_10_22_45_26_974.jpg,,,-0.470351,0.7045209,0,74.60799,1293.8:508.876:38.21605,358.8077:94.59777:6.265958
IMG/center_2017_03_10_22_45_27_041.jpg,,,-0.6016025,0.6301868,0,74.45511,1296.463:508.802:38.17455,359.2549:93.83189:5.901119
IMG/center_2017_03_10_22_45_27_120.jpg,,,-0.6428425,0.5871532,0,74.12159,1287.14:508.9465:38.33675,359.6219:86.4698:7.219297
IMG/center_2017_03_10_22_45_34_794.jpg,,,0,0.9119282,0,66.26675,1403.421:568.2895:31.319,359.5187:58.60451:1.224045
IMG/center_2017_03_10_22_45_34_862.jpg,,,0,0.9119282,0,66.70348,1405.449:569.5331:31.25487,359.3895:58.59908:1.21658
IMG/center_2017_03_10_22_45_34_932.jpg,,,-0.009179557,0.9119282,0,67.03132,1406.979:570.4713:31.20881,359.3927:58.59078:1.190662
IMG/center_2017_03_10_22_45_34_999.jpg,,,-0.03166414,0.9119282,0,67.37431,1408.515:571.4157:31.16245,359.4273:58.53676:1.103856
IMG/center_2017_03_10_22_45_35_066.jpg,,,-0.09165958,0.9119282,0,67.82277,1410.571:572.6899:31.10067,359.3747:58.27514:0.985357
IMG/center_2017_03_10_22_45_35_134.jpg,,,-0.09165958,0.9119282,0,68.1311,1412.115:573.6628:31.05548,359.3063:57.84259:0.9418901
IMG/center_2017_03_10_22_45_35_202.jpg,,,-0.09542527,0.9001951,0,68.5227,1414.168:574.9894:30.99507,359.3805:57.00854:1.039582
IMG/center_2017_03_10_22_45_35_269.jpg,,,-0.1141441,0.9001951,0,68.82616,1415.701:576.0113:30.94499,359.5768:56.19902:1.12701
IMG/center_2017_03_10_22_45_35_336.jpg,,,-0.1179099,0.8884619,0,69.16657,1417.225:577.0614:30.88934,359.7231:55.21727:1.206303
IMG/center_2017_03_10_22_45_35_404.jpg,,,-0.1179099,0.8884619,0,69.59787,1419.239:578.5128:30.81058,359.7122:53.6483:1.267136
IMG/center_2017_03_10_22_45_35_471.jpg,,,-0.1179099,0.8884619,0,69.88563,1420.729:579.6436:30.75218,359.6447:52.30588:1.320202
IMG/center_2017_03_10_22_45_35_538.jpg,,,-0.1179099,0.8884619,0,70.15732,1422.2:580.8124:30.69419,359.6932:50.86251:1.39009
IMG/center_2017_03_10_22_45_35_605.jpg,,,-0.1179099,0.8884619,0,70.55047,1424.125:582.4331:30.61265,359.8833:48.81472:1.462886
