IMG/center_2017_03_18_20_57_53_209.jpg,,,-0.05003612,0.153097,0,57.4118,1285.75:503.5133:39.01066,1.626793:65.54701:5.32923
IMG/center_2017_03_18_20_57_53_280.jpg,,,-0.05003612,0.153097,0,57.26901,1287.14:504.1627:38.91416,1.773293:64.90759:5.265824
IMG/center_2017_03_18_20_57_53_351.jpg,,,-0.05003612,0.153097,0,57.07969,1288.976:505.0497:38.78004,1.90572:64.04299:5.165561
IMG/center_2017_03_18_20_57_53_420.jpg,,,-0.05003612,0.153097,0,56.93889,1290.34:505.7311:38.67688,1.965877:63.39009:5.07563
IMG/center_2017_03_18_20_57_53_491.jpg,,,-0.05003612,0.153097,0,56.75639,1292.142:506.6607:38.53671,2.053626:62.52328:4.930632
IMG/center_2017_03_18_20_57_53_561.jpg,,,-0.05003612,0.153097,0,56.62369,1293.48:507.3734:38.42872,2.185732:61.87953:4.810252
IMG/center_2017_03_18_20_57_53_631.jpg,,,-0.05003612,0.153097,0,56.45669,1295.246:508.3433:38.27835,2.446804:61.02971:4.631671
IMG/center_2017_03_18_20_57_53_701.jpg,,,-0.05003612,0.153097,0,56.33783,1296.558:509.0854:38.15951,2.664218:60.39337:4.507075
IMG/center_2017_03_18_20_57_53_773.jpg,,,-0.05003612,0.153097,0,56.18623,1298.29:510.0942:37.99319,2.903852:59.53814:4.294213
IMG/center_2017_03_18_20_57_53_844.jpg,,,-0.05003612,0.153097,0,56.07517,1299.575:510.8655:37.86366,3.042106:58.89754:4.102137
IMG/center_2017_03_18_20_57_53_914.jpg,,,0,0.153097,0,55.9322,1301.274:511.911:37.68673,3.171649:58.1369:3.743153
IMG/center_2017_03_18_20_57_53_985.jpg,,,0,0.153097,0,55.79044,1302.956:512.9712:37.50785,3.22448:57.54008:3.341045
IMG/center_2017_03_18_20_57_54_056.jpg,,,0,0.1491532,0,55.68311,1304.21:513.7742:37.37373,3.227521:57.17748:2.98133
IMG/center_2017_03_18_20_57_54_128.jpg,,,0,0.09437763,0,55.5119,1305.87:514.8525:37.19633,3.206732:56.78914:2.579691
IMG/center_2017_03_18_20_57_54_197.jpg,,,0,0.09047028,0,55.36171,1307.108:515.6652:37.06477,3.184291:56.55979:2.351163
IMG/center_2017_03_18_20_57_54_269.jpg,,,0,0.1374312,0,55.16477,1308.748:516.7522:36.89176,3.144829:56.31573:2.169827
IMG/center_2017_03_18_20_57_54_339.jpg,,,0.01867566,0.200058,0,55.08367,1309.973:517.5696:36.76269,3.143911:56.17379:2.137079
IMG/center_2017_03_18_20_57_54_410.jpg,,,0.05561445,0.200058,0,54.99822,1311.602:518.66:36.59031,3.187248:56.10788:2.168163
IMG/center_2017_03_18_20_57_54_482.jpg,,,0.1036385,0.200058,0,54.92792,1312.825:519.4731:36.45963,3.232947:56.26749:2.263513
IMG/center_2017_03_18_20_57_54_552.jpg,,,0.04084611,0.200058,0,54.84456,1314.459:520.5453:36.28329,3.281675:56.71912:2.363232
IMG/center_2017_03_18_20_57_54_623.jpg,,,0.04084611,0.200058,0,54.7845,1315.687:521.3411:36.14968,3.324936:57.10208:2.380368
IMG/center_2017_03_18_20_57_54_694.jpg,,,0.003871542,0.200058,0,54.70463,1317.33:522.3902:35.97165,3.306716:57.62885:2.396014
IMG/center_2017_03_18_20_57_54_765.jpg,,,0,0.3136624,0,54.6604,1318.977:523.4289:35.79672,3.166254:58.05593:2.369372
IMG/center_2017_03_18_20_57_54_835.jpg,,,0,0.4114916,0,54.72515,1320.217:524.2037:35.67038,2.956503:58.30604:2.365877
IMG/center_2017_03_18_20_57_54_907.jpg,,,0,0.4976718,0,54.86737,1321.879:525.2339:35.51163,2.593016:58.56358:2.366901
IMG/center_2017_03_18_20_57_54_978.jpg,,,0,0.5250962,0,55.02434,1323.131:526.0057:35.3996,2.347747:58.71214:2.356984
