path,heading,longitude,latitude,quarternion0,quarternion1,quarternion2,quarternion3,vel0,vel1,vel2,steering,throttle,brake
IMG/15395510-1490899599131746.jpeg,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
IMG/15395510-1490899599141423.jpeg,0.000000,-2.135205,0.690106,-0.022968,-0.076063,0.481951,0.872588,4.943976,7.649457,0.662945,0.068068,0.000000,0.018311
IMG/15395510-1490899599154270.jpeg,0.000000,-2.135205,0.690106,-0.022830,-0.075942,0.485382,0.870698,4.912290,7.740720,0.670435,0.068068,0.000000,0.018311
IMG/15395510-1490899599167401.jpeg,0.000000,-2.135205,0.690106,-0.022483,-0.075746,0.488645,0.868898,4.896963,7.830575,0.672169,0.068068,0.000000,0.018311
IMG/15395510-1490899599181509.jpeg,0.000000,-2.135205,0.690106,-0.022506,-0.075724,0.492057,0.866971,4.885003,7.918787,0.677881,0.068068,0.000000,0.018311
IMG/15395510-1490899599196901.jpeg,0.000000,-2.135205,0.690106,-0.021264,-0.076072,0.498837,0.863089,4.819101,8.102155,0.672259,0.068068,0.000000,0.018311
IMG/15395510-1490899599207260.jpeg,0.000000,-2.135205,0.690106,-0.020658,-0.076466,0.502207,0.861112,4.787799,8.192253,0.679629,0.068068,0.000000,0.018311
IMG/15395510-1490899599221423.jpeg,0.000000,-2.135205,0.690106,-0.020895,-0.076557,0.505487,0.859177,4.757297,8.282452,0.703459,0.068068,0.000000,0.018311
IMG/15395510-1490899599234769.jpeg,0.000000,-2.135205,0.690107,-0.021461,-0.076048,0.512211,0.855217,4.680683,8.461428,0.722296,0.069813,0.000000,0.018311
IMG/15395510-1490899599247296.jpeg,0.000000,-2.135205,0.690107,-0.021567,-0.075485,0.515655,0.853192,4.643674,8.547187,0.736619,0.071558,0.000000,0.018311
IMG/15395510-1490899599261107.jpeg,0.000000,-2.135205,0.690107,-0.021482,-0.074492,0.522724,0.848970,4.574892,8.738902,0.715068,0.073304,0.000000,0.018311
IMG/15395510-1490899599274146.jpeg,0.000000,-2.135205,0.690107,-0.020742,-0.074356,0.526440,0.846701,4.543187,8.837008,0.701228,0.076794,0.000000,0.018311
IMG/15395510-1490899599287382.jpeg,0.000000,-2.135205,0.690107,-0.019554,-0.074291,0.530281,0.844335,4.501030,8.933790,0.689578,0.078540,0.000000,0.018311
IMG/15395510-1490899599304053.jpeg,0.000000,-2.135205,0.690107,-0.017371,-0.074023,0.538258,0.839343,4.386919,9.124104,0.721471,0.082030,0.000000,0.018311
IMG/15395510-1490899599314247.jpeg,0.000000,-2.135205,0.690107,-0.016518,-0.073675,0.542291,0.836791,4.340625,9.214770,0.733831,0.083776,0.000000,0.018311
IMG/15395510-1490899599327289.jpeg,0.000000,-2.135205,0.690107,-0.016125,-0.073188,0.546513,0.834090,4.289298,9.309667,0.742796,0.083776,0.000000,0.018311
IMG/15395510-1490899599341485.jpeg,0.000000,-2.135204,0.690107,-0.015885,-0.071831,0.555122,0.828509,4.140748,9.505964,0.776064,0.085521,0.000000,0.018311
IMG/15395510-1490899599354589.jpeg,0.000000,-2.135204,0.690107,-0.016287,-0.071275,0.559507,0.825594,4.067052,9.601947,0.781562,0.085521,0.000000,0.018311
