path,heading,longitude,latitude,quarternion0,quarternion1,quarternion2,quarternion3,vel0,vel1,vel2,steering,throttle,brake
IMG/15395510-1489359352755164.jpeg,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.396411,-200531542013902848.000000,0.000000
IMG/15395510-1489359352795302.jpeg,0.000000,-2.135204,0.690045,0.004181,-0.004112,0.020447,0.999774,0.102694,0.114413,0.015621,-3.394665,-200531542013902848.000000,0.000000
IMG/15395510-1489359352835210.jpeg,0.000000,-2.135204,0.690045,0.004506,-0.004288,0.021275,0.999754,0.109856,0.122963,0.021739,-3.387684,-200531542013902848.000000,0.000000
IMG/15395510-1489359352875174.jpeg,0.000000,-2.135204,0.690045,0.004471,-0.004167,0.021711,0.999746,0.102719,0.111615,0.020149,-3.389429,-200531542013902848.000000,0.000000
IMG/15395510-1489359352915189.jpeg,0.000000,-2.135204,0.690045,0.004627,-0.004226,0.021951,0.999739,0.100642,0.110591,0.018437,-3.394665,-200531542013902848.000000,0.000000
IMG/15395510-1489359352955174.jpeg,0.000000,-2.135204,0.690045,0.004685,-0.004310,0.021610,0.999746,0.099578,0.108436,0.011691,-3.389429,-200531542013902848.000000,0.000000
IMG/15395510-1489359352995164.jpeg,0.000000,-2.135204,0.690045,0.004746,-0.004297,0.021488,0.999749,0.098876,0.108855,0.005346,-3.389429,-200531542013902848.000000,0.000000
IMG/15395510-1489359353035184.jpeg,0.000000,-2.135204,0.690045,0.004803,-0.004419,0.021184,0.999754,0.105458,0.114688,0.004323,-3.389429,-200531542013902848.000000,0.000000
IMG/15395510-1489359353075167.jpeg,0.000000,-2.135204,0.690045,0.004739,-0.004326,0.021544,0.999747,0.105114,0.114666,0.003163,-3.394665,-200531542013902848.000000,0.000000
IMG/15395510-1489359353115295.jpeg,0.000000,-2.135204,0.690045,0.004759,-0.004353,0.021522,0.999748,0.102557,0.111994,0.004732,-3.394665,-200531542013902848.000000,0.000000
IMG/15395510-1489359353155199.jpeg,0.000000,-2.135204,0.690045,0.004849,-0.004417,0.021946,0.999738,0.099139,0.107894,0.007375,-3.394665,-200531542013902848.000000,0.000000
IMG/15395510-1489359353195190.jpeg,0.000000,-2.135204,0.690045,0.005029,-0.004596,0.021529,0.999745,0.092158,0.100323,0.008253,-3.389429,-200531542013902848.000000,0.000000
IMG/15395510-1489359353235180.jpeg,0.000000,-2.135204,0.690045,0.005098,-0.004683,0.021779,0.999739,0.099107,0.108085,0.010102,-3.391175,-200531542013902848.000000,0.000000
IMG/15395510-1489359353275176.jpeg,0.000000,-2.135204,0.690045,0.005084,-0.004624,0.022122,0.999732,0.098533,0.102715,0.011144,-3.394665,-200531542013902848.000000,0.000000
IMG/15395510-1489359353315181.jpeg,0.000000,-2.135204,0.690045,0.005199,-0.004717,0.023182,0.999707,0.094717,0.097282,0.011036,-3.389429,-200531542013902848.000000,0.000000
IMG/15395510-1489359353355169.jpeg,0.000000,-2.135204,0.690045,0.005331,-0.004924,0.022777,0.999714,0.083239,0.085178,0.011930,-3.389429,-200531542013902848.000000,0.000000
IMG/15395510-1489359353397503.jpeg,0.000000,-2.135204,0.690045,0.005435,-0.004917,0.023646,0.999694,0.083443,0.081782,0.022529,-3.391175,-200531542013902848.000000,0.000000
IMG/15395510-1489359353435187.jpeg,0.000000,-2.135204,0.690045,0.005521,-0.004965,0.024155,0.999681,0.088011,0.085231,0.026834,-3.394665,-200531542013902848.000000,0.000000
IMG/15395510-1489359353475189.jpeg,0.000000,-2.135204,0.690045,0.005479,-0.004889,0.024490,0.999673,0.086919,0.080534,0.031509,-3.392920,-200531542013902848.000000,0.000000
IMG/15395510-1489359353515166.jpeg,0.000000,-2.135204,0.690045,0.005514,-0.005064,0.023335,0.999700,0.075961,0.073963,0.025424,-3.399901,-200531542013902848.000000,0.000000
IMG/15395510-1489359353555179.jpeg,0.000000,-2.135204,0.690045,0.005664,-0.005111,0.024226,0.999677,0.070891,0.066764,0.023370,-3.396411,-200531542013902848.000000,0.000000
IMG/15395510-1489359353595174.jpeg,0.000000,-2.135204,0.690045,0.005774,-0.005273,0.024049,0.999680,0.066467,0.059713,0.018343,-3.399901,-200531542013902848.000000,0.000000
IMG/15395510-1489359353635211.jpeg,0.000000,-2.135204,0.690045,0.005821,-0.005353,0.023895,0.999683,0.069883,0.062775,0.019940,-3.401647,-200531542013902848.000000,0.000000
IMG/15395510-1489359353675198.jpeg,0.000000,-2.135204,0.690045,0.005858,-0.005374,0.024193,0.999676,0.067577,0.058787,0.017468,-3.396411,-200531542013902848.000000,0.000000
IMG/15395510-1489359353724181.jpeg,0.000000,-2.135204,0.690045,0.005971,-0.005456,0.023505,0.999691,0.057474,0.054546,0.014488,-3.396411,-200531542013902848.000000,0.000000
IMG/15395510-1489359353764211.jpeg,0.000000,-2.135204,0.690045,0.005938,-0.005511,0.024014,0.999679,0.057274,0.050985,0.012837,-3.399901,-200531542013902848.000000,0.000000
IMG/15395510-1489359353804232.jpeg,0.000000,-2.135204,0.690045,0.005798,-0.005477,0.023980,0.999681,0.056942,0.052729,0.011119,-3.396411,-200531542013902848.000000,0.000000
IMG/15395510-1489359353844215.jpeg,0.000000,-2.135204,0.690045,0.005841,-0.005548,0.024116,0.999677,0.059202,0.055706,0.012451,-3.399901,-200531542013902848.000000,0.000000
IMG/15395510-1489359353884188.jpeg,0.000000,-2.135204,0.690045,0.005858,-0.005510,0.024421,0.999669,0.060288,0.056846,0.008160,-3.399901,-200531542013902848.000000,0.000000
IMG/15395510-1489359353924179.jpeg,0.000000,-2.135204,0.690045,0.005857,-0.005510,0.024425,0.999669,0.058255,0.057907,0.005674,-3.396411,-200531542013902848.000000,0.000000
IMG/15395510-1489359353964179.jpeg,0.000000,-2.135204,0.690045,0.005857,-0.005585,0.025287,0.999647,0.057478,0.055493,0.003537,-3.399901,-200531542013902848.000000,0.000000
IMG/15395510-1489359354004178.jpeg,0.000000,-2.135204,0.690045,0.005915,-0.005626,0.025304,0.999646,0.052267,0.049996,0.007009,-3.399901,-200531542013902848.000000,0.000000
IMG/15395510-1489359354044195.jpeg,0.000000,-2.135204,0.690045,0.005978,-0.005639,0.025743,0.999635,0.054638,0.054418,0.009320,-3.399901,-200531542013902848.000000,0.000000
IMG/15395510-1489359354084186.jpeg,0.000000,-2.135204,0.690045,0.005896,-0.005698,0.026111,0.999625,0.052346,0.050310,0.013832,-3.399901,-200531542013902848.000000,0.000000
IMG/15395510-1489359354124208.jpeg,0.000000,-2.135204,0.690045,0.005955,-0.005728,0.026289,0.999620,0.046348,0.045897,0.015079,-3.399901,-200531542013902848.000000,0.000000
IMG/15395510-1489359354164225.jpeg,0.000000,-2.135204,0.690045,0.006035,-0.005816,0.026511,0.999613,0.041455,0.041393,0.013893,-3.396411,-200531542013902848.000000,0.000000
IMG/15395510-1489359354205177.jpeg,0.000000,-2.135204,0.690045,0.006032,-0.005811,0.026859,0.999604,0.039319,0.039632,0.013762,-3.399901,-200531542013902848.000000,0.000000
IMG/15395510-1489359354246248.jpeg,0.000000,-2.135204,0.690045,0.006026,-0.005879,0.027020,0.999600,0.041534,0.042223,0.016102,-3.399901,-200531542013902848.000000,0.000000
IMG/15395510-1489359354284197.jpeg,0.000000,-2.135204,0.690045,0.005983,-0.005835,0.027367,0.999590,0.040342,0.042395,0.013350,-3.399901,-200531542013902848.000000,0.000000
IMG/15395510-1489359354324261.jpeg,0.000000,-2.135204,0.690045,0.006027,-0.005885,0.027768,0.999579,0.038302,0.041148,0.012614,-3.399901,-200531542013902848.000000,0.000000
IMG/15395510-1489359354364208.jpeg,0.000000,-2.135204,0.690045,0.006039,-0.005847,0.028198,0.999567,0.037374,0.041822,0.010096,-3.399901,-200531542013902848.000000,0.000000
IMG/15395510-1489359354404213.jpeg,0.000000,-2.135204,0.690045,0.006080,-0.005864,0.028546,0.999557,0.036624,0.041428,0.010570,-3.399901,-200531542013902848.000000,0.000000
IMG/15395510-1489359354444213.jpeg,0.000000,-2.135204,0.690045,0.006053,-0.005912,0.028869,0.999547,0.038371,0.043389,0.011902,-3.401647,-200531542013902848.000000,0.000000
IMG/15395510-1489359354484202.jpeg,0.000000,-2.135204,0.690045,0.006044,-0.005897,0.029227,0.999537,0.037651,0.046516,0.011938,-3.396411,-200531542013902848.000000,0.000000
IMG/15395510-1489359354524191.jpeg,0.000000,-2.135204,0.690045,0.006137,-0.005886,0.029855,0.999518,0.038071,0.041652,0.009235,-3.396411,-200531542013902848.000000,0.000000
IMG/15395510-1489359354564170.jpeg,0.000000,-2.135204,0.690045,0.006135,-0.005916,0.030291,0.999505,0.036725,0.042153,0.007597,-3.401647,-200531542013902848.000000,0.000000
IMG/15395510-1489359354604198.jpeg,0.000000,-2.135204,0.690045,0.006183,-0.005944,0.030805,0.999489,0.035352,0.042870,0.007033,-3.396411,-200531542013902848.000000,0.000000
